case_id,variant_id,variant_type,case_type,corpus_document_count,corpus_sha256,embedding_model,corpus_builder,generated_from_commit,reference_threshold,reference_threshold_source,reference_threshold_mode,experiment_scope_sha256,original_query,variant_query,top1_score,top1_doc_id,top1_slot,top1_entity,top5_doc_ids,top5_slots,top5_entities,expected_hit_at_5,above_reference_threshold,top1_changed_from_original,score_delta_from_original
positive_demo2_region_type_boundary,positive_demo2_region_type_boundary::01_original,original,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What is the boundary of region_type in Demo 2?,What is the boundary of region_type in Demo 2?,0.638906,retail_ops/data/demo2_source_notes.md:chunk:23,,,retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:92 | retail_ops/data/DATA_DICTIONARY.md:chunk:482, |  |  |  | , |  |  |  | ,True,True,False,0.0
positive_store_f_transaction_profile,positive_store_f_transaction_profile::01_original,original,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What were Store F's March 2026 transaction amount and average order value?,What were Store F's March 2026 transaction amount and average order value?,0.585835,generated_demo2_retail_memory_facts.json:22,transaction_conversion_profile,store_F,generated_demo2_retail_memory_facts.json:22 | generated_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:12,transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | single_metric_attribution_guard | transaction_conversion_profile,store_F | store_A | store_E | store_F | store_D,True,True,False,0.0
positive_store_f_transaction_profile,positive_store_f_transaction_profile::02_paraphrased,paraphrased,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What were Store F's March 2026 transaction amount and average order value?,What were merchant store F's March 2026 transaction amount and average order value?,0.594948,generated_demo2_retail_memory_facts.json:22,transaction_conversion_profile,store_F,generated_demo2_retail_memory_facts.json:22 | generated_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:12,transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | single_metric_attribution_guard | transaction_conversion_profile,store_F | store_A | store_E | store_F | store_D,True,True,False,0.009113
positive_store_f_transaction_profile,positive_store_f_transaction_profile::03_typo_punctuation_noise,typo_punctuation_noise,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What were Store F's March 2026 transaction amount and average order value?,What were Store F's March 2026 transaction aomunt and average order value? ??,0.610981,generated_demo2_retail_memory_facts.json:22,transaction_conversion_profile,store_F,generated_demo2_retail_memory_facts.json:22 | generated_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:12 | generated_demo2_retail_memory_facts.json:7,transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile,store_F | store_A | store_E | store_D | store_C,True,True,False,0.025146
positive_store_f_transaction_profile,positive_store_f_transaction_profile::04_keyword_order_changed,keyword_order_changed,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What were Store F's March 2026 transaction amount and average order value?,transaction amount and average order value? What were Store F's March 2026,0.661285,generated_demo2_retail_memory_facts.json:22,transaction_conversion_profile,store_F,generated_demo2_retail_memory_facts.json:22 | generated_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:12 | generated_demo2_retail_memory_facts.json:7,transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile,store_F | store_A | store_E | store_D | store_C,True,True,False,0.07545
positive_store_a_april_order_conversion,positive_store_a_april_order_conversion::01_original,original,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store A's order conversion rate in April 2026?,What was Store A's order conversion rate in April 2026?,0.638392,generated_retail_memory_facts.json:2,transaction_conversion_profile,store_A,generated_retail_memory_facts.json:2 | generated_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:12 | generated_demo2_retail_memory_facts.json:2,transaction_conversion_profile | single_metric_attribution_guard | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile,store_A | store_A | store_E | store_D | store_B,True,True,False,0.0
positive_store_a_april_order_conversion,positive_store_a_april_order_conversion::02_paraphrased,paraphrased,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store A's order conversion rate in April 2026?,What was merchant store A's order conversion rate in April 2026?,0.642225,generated_retail_memory_facts.json:2,transaction_conversion_profile,store_A,generated_retail_memory_facts.json:2 | generated_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:12 | generated_demo2_retail_memory_facts.json:2,transaction_conversion_profile | single_metric_attribution_guard | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile,store_A | store_A | store_E | store_D | store_B,True,True,False,0.003833
positive_store_a_april_order_conversion,positive_store_a_april_order_conversion::03_typo_punctuation_noise,typo_punctuation_noise,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store A's order conversion rate in April 2026?,What was Store A's odrer conversion rate in April 2026? ??,0.599665,generated_retail_memory_facts.json:2,transaction_conversion_profile,store_A,generated_retail_memory_facts.json:2 | generated_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:17 | generated_retail_memory_facts.json:0 | generated_demo2_retail_memory_facts.json:12,transaction_conversion_profile | single_metric_attribution_guard | transaction_conversion_profile | visibility_entry_profile | transaction_conversion_profile,store_A | store_A | store_E | store_A | store_D,True,True,False,-0.038727
positive_store_a_april_order_conversion,positive_store_a_april_order_conversion::04_keyword_order_changed,keyword_order_changed,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store A's order conversion rate in April 2026?,conversion rate in April 2026? What was Store A's order,0.638839,generated_retail_memory_facts.json:2,transaction_conversion_profile,store_A,generated_retail_memory_facts.json:2 | generated_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:17 | retail_ops/data/DATA_DICTIONARY.md:L1119 | generated_demo2_retail_memory_facts.json:12,transaction_conversion_profile | single_metric_attribution_guard | transaction_conversion_profile | order_conversion_rate_pct | transaction_conversion_profile,store_A | store_A | store_E |  | store_D,True,True,False,0.000447
negative_customer_lifetime_value,negative_customer_lifetime_value::01_original,original,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store has the highest customer lifetime value?,Which store has the highest customer lifetime value?,0.481868,retail_ops/data/DATA_DICTIONARY.md:chunk:377,,,retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:chunk:247 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | generated_demo2_retail_memory_facts.json:0 | generated_demo2_retail_memory_facts.json:10, |  |  | visibility_entry_profile | visibility_entry_profile, |  |  | store_B | store_D,False,False,False,0.0
negative_customer_lifetime_value,negative_customer_lifetime_value::02_shortened,shortened,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store has the highest customer lifetime value?,Which store has highest customer lifetime value?,0.481643,retail_ops/data/DATA_DICTIONARY.md:chunk:377,,,retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | retail_ops/data/DATA_DICTIONARY.md:chunk:247 | generated_demo2_retail_memory_facts.json:0 | generated_demo2_retail_memory_facts.json:10, |  |  | visibility_entry_profile | visibility_entry_profile, |  |  | store_B | store_D,False,False,False,-0.000225
negative_customer_lifetime_value,negative_customer_lifetime_value::03_paraphrased,paraphrased,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store has the highest customer lifetime value?,what merchant store has the highest customer lifetime value?,0.478218,retail_ops/data/DATA_DICTIONARY.md:chunk:377,,,retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:chunk:247 | generated_demo2_retail_memory_facts.json:0 | generated_demo2_retail_memory_facts.json:10 | retail_ops/data/DATA_DICTIONARY.md:chunk:378, |  | visibility_entry_profile | visibility_entry_profile | , |  | store_B | store_D | ,False,False,False,-0.00365
negative_customer_lifetime_value,negative_customer_lifetime_value::04_typo_punctuation_noise,typo_punctuation_noise,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store has the highest customer lifetime value?,Which store has the highest customer lieftime value? ??,0.517293,generated_demo2_retail_memory_facts.json:20,visibility_entry_profile,store_F,generated_demo2_retail_memory_facts.json:20 | generated_demo2_retail_memory_facts.json:10 | generated_demo2_retail_memory_facts.json:15 | generated_demo2_retail_memory_facts.json:0 | generated_demo2_retail_memory_facts.json:5,visibility_entry_profile | visibility_entry_profile | visibility_entry_profile | visibility_entry_profile | visibility_entry_profile,store_F | store_D | store_E | store_B | store_C,False,False,True,0.035425
negative_customer_lifetime_value,negative_customer_lifetime_value::05_keyword_order_changed,keyword_order_changed,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store has the highest customer lifetime value?,highest customer lifetime value? Which store has the,0.499384,retail_ops/data/DATA_DICTIONARY.md:chunk:377,,,retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:0, |  | top3_sku_product_mix_note | top3_sku_product_mix_note | visibility_entry_profile, |  | store_C | store_F | store_B,False,False,False,0.017516
negative_stockout_rate,negative_stockout_rate::01_original,original,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store had the highest stockout rate in March 2026?,Which Demo 2 store had the highest stockout rate in March 2026?,0.538565,retail_ops/data/DATA_DICTIONARY.md:chunk:395,,,retail_ops/data/DATA_DICTIONARY.md:chunk:395 | generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:9, | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard, | store_D | store_F | store_B | store_C,False,False,False,0.0
negative_stockout_rate,negative_stockout_rate::02_shortened,shortened,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store had the highest stockout rate in March 2026?,Which Demo 2 store had highest stockout rate in March 2026?,0.536959,retail_ops/data/DATA_DICTIONARY.md:chunk:395,,,retail_ops/data/DATA_DICTIONARY.md:chunk:395 | generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:9, | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard, | store_D | store_F | store_B | store_C,False,False,False,-0.001606
negative_stockout_rate,negative_stockout_rate::03_paraphrased,paraphrased,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store had the highest stockout rate in March 2026?,what Demo 2 merchant store had the highest stockout rate in March 2026?,0.541684,generated_demo2_retail_memory_facts.json:14,single_metric_attribution_guard,store_D,generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:4 | retail_ops/data/DATA_DICTIONARY.md:chunk:395 | generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard |  | single_metric_attribution_guard,store_D | store_F | store_B |  | store_C,False,False,True,0.003119
negative_stockout_rate,negative_stockout_rate::04_typo_punctuation_noise,typo_punctuation_noise,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store had the highest stockout rate in March 2026?,Which Demo 2 store had the highest stocokut rate in March 2026? ??,0.546447,generated_demo2_retail_memory_facts.json:4,single_metric_attribution_guard,store_B,generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:9 | retail_ops/data/DATA_DICTIONARY.md:chunk:395,single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | ,store_B | store_D | store_F | store_C | ,False,False,True,0.007882
negative_stockout_rate,negative_stockout_rate::05_keyword_order_changed,keyword_order_changed,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store had the highest stockout rate in March 2026?,highest stockout rate in March 2026? Which Demo 2 store had the,0.552341,generated_demo2_retail_memory_facts.json:14,single_metric_attribution_guard,store_D,generated_demo2_retail_memory_facts.json:14 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:9 | retail_ops/data/DATA_DICTIONARY.md:chunk:395,single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard | ,store_D | store_B | store_F | store_C | ,False,False,True,0.013776
negative_competitor_density,negative_competitor_density::01_original,original,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was the competitor density around Store C in March 2026?,What was the competitor density around Store C in March 2026?,0.566594,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:5 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:19,single_metric_attribution_guard | visibility_entry_profile | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard,store_C | store_C | store_B | store_F | store_E,False,False,False,0.0
negative_competitor_density,negative_competitor_density::02_shortened,shortened,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was the competitor density around Store C in March 2026?,What was competitor density around Store C in March 2026?,0.564838,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:5 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:19,single_metric_attribution_guard | visibility_entry_profile | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard,store_C | store_C | store_B | store_F | store_E,False,False,False,-0.001756
negative_competitor_density,negative_competitor_density::03_paraphrased,paraphrased,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was the competitor density around Store C in March 2026?,What was the competitor density around merchant store C in March 2026?,0.582946,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:5 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:0,single_metric_attribution_guard | visibility_entry_profile | single_metric_attribution_guard | single_metric_attribution_guard | visibility_entry_profile,store_C | store_C | store_B | store_F | store_B,False,True,False,0.016352
negative_competitor_density,negative_competitor_density::04_typo_punctuation_noise,typo_punctuation_noise,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was the competitor density around Store C in March 2026?,What was the compettior density around Store C in March 2026? ??,0.576063,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:5 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:19,single_metric_attribution_guard | visibility_entry_profile | single_metric_attribution_guard | single_metric_attribution_guard | single_metric_attribution_guard,store_C | store_C | store_B | store_F | store_E,False,False,False,0.009469
negative_competitor_density,negative_competitor_density::05_keyword_order_changed,keyword_order_changed,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was the competitor density around Store C in March 2026?,around Store C in March 2026? What was the competitor density,0.571245,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:5 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:24 | generated_retail_memory_facts.json:0,single_metric_attribution_guard | visibility_entry_profile | single_metric_attribution_guard | single_metric_attribution_guard | visibility_entry_profile,store_C | store_C | store_B | store_F | store_A,False,False,False,0.004651
negative_next_week_subsidy,negative_next_week_subsidy::01_original,original,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store should receive the largest subsidy next week?,Which store should receive the largest subsidy next week?,0.479584,generated_demo2_retail_memory_facts.json:23,top3_sku_product_mix_note,store_F,generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:8 | retail_ops/data/DATA_DICTIONARY.md:chunk:355 | generated_retail_memory_facts.json:1,top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note |  | activity_lever_profile,store_F | store_B | store_C |  | store_A,False,False,False,0.0
negative_next_week_subsidy,negative_next_week_subsidy::02_shortened,shortened,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store should receive the largest subsidy next week?,Which store should receive largest subsidy next week?,0.484232,generated_demo2_retail_memory_facts.json:23,top3_sku_product_mix_note,store_F,generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:8 | generated_retail_memory_facts.json:1 | generated_demo2_retail_memory_facts.json:18,top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note | activity_lever_profile | top3_sku_product_mix_note,store_F | store_B | store_C | store_A | store_E,False,False,False,0.004648
negative_next_week_subsidy,negative_next_week_subsidy::03_paraphrased,paraphrased,negative_unsupported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which store should receive the largest subsidy next week?,what merchant store can receive the largest subsidy next week?,0.496916,retail_ops/data/DATA_DICTIONARY.md:chunk:355,,,retail_ops/data/DATA_DICTIONARY.md:chunk:355 | generated_demo2_retail_memory_facts.json:23 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:3 | generated_demo2_retail_memory_facts.json:13, | top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note | top3_sku_product_mix_note, | store_F | store_C | store_B | store_D,False,False,True,0.017332
